candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
1092,0,"[0, 3, 6, 7, 10, 14]",40,10,"1,1,3,3,3,4",7,"0,3,6,10,14",14,0,"0,1,1,1,4,4",11,18,58,17,13,6
1093,0,"[0, 3, 6, 7, 11, 12]",39,9,"1,1,3,3,3,4",7,"0,3,6,11,12",11,0,"0,1,1,1,4,4",11,17,60,16,12,5
1094,0,"[0, 3, 6, 7, 11, 13]",40,10,"1,2,2,3,3,4",7,"0,3,6,11,13",11,0,"0,1,1,1,4,4",11,17,60,21,17,8
1095,0,"[0, 3, 6, 7, 11, 14]",41,11,"1,1,3,3,3,4",7,"0,3,6,11,14","11,14",0,"0,0,1,1,4,4",10,17,60,18,14,7
1096,0,"[0, 3, 6, 7, 12, 13]",41,11,"1,1,2,3,3,5",7,"0,3,6,12,13",,1,"1,1,1,1,4,4",12,18,58,19,15,6
1097,0,"[0, 3, 6, 7, 12, 14]",42,12,"1,1,2,3,3,5",7,"0,3,6,12,14",14,0,"0,1,1,1,4,4",11,16,62,16,12,5
1098,0,"[0, 3, 6, 7, 13, 14]",43,13,"1,1,1,3,3,6",7,"0,3,6,13,14",14,0,"0,1,1,1,4,4",11,18,58,21,17,8
1099,0,"[0, 3, 7, 8, 9, 10]",37,7,"1,1,1,3,4,5",7,"0,3,8,9,10",,1,"1,1,1,2,3,4",12,15,64,23,19,4
1100,0,"[0, 3, 7, 8, 9, 11]",38,8,"1,1,2,3,4,4",7,"0,3,8,9,11",11,0,"0,1,1,2,3,4",11,16,62,24,20,5
1101,0,"[0, 3, 7, 8, 9, 12]",39,9,"1,1,3,3,3,4",7,"0,3,8,9,12",,1,"1,1,1,2,3,4",12,15,64,22,18,3
1102,0,"[0, 3, 7, 8, 9, 13]",40,10,"1,1,2,3,4,4",7,"0,3,8,9,13",,1,"1,1,1,2,3,4",12,11,72,27,23,6
1103,0,"[0, 3, 7, 8, 9, 14]",41,11,"1,1,1,3,4,5",7,"0,3,8,9,14",14,0,"0,1,1,2,3,4",11,14,66,24,20,5
1104,0,"[0, 3, 7, 8, 10, 11]",39,9,"1,1,2,3,4,4",7,"0,3,8,10,11",11,0,"0,1,1,1,3,4",10,17,62,23,19,6
1105,0,"[0, 3, 7, 8, 10, 12]",40,10,"1,2,2,3,3,4",7,"0,3,8,10,12",,1,"1,1,1,1,3,4",11,14,68,21,17,4
1106,0,"[0, 3, 7, 8, 10, 13]",41,11,"1,2,2,3,3,4",7,"0,3,8,10,13",,1,"1,1,1,1,3,4",11,11,74,26,22,7
1107,0,"[0, 3, 7, 8, 10, 14]",42,12,"1,1,2,3,4,4",7,"0,3,8,10,14",14,0,"0,1,1,1,3,4",10,15,66,23,19,6
1108,0,"[0, 3, 7, 8, 11, 12]",41,11,"1,1,3,3,3,4",7,"0,3,8,11,12",11,0,"0,1,1,1,3,4",10,19,58,22,18,5
1109,0,"[0, 3, 7, 8, 11, 13]",42,12,"1,2,2,3,3,4",7,"0,3,8,11,13",11,0,"0,1,1,1,3,4",10,16,64,27,23,8
1110,0,"[0, 3, 7, 8, 11, 14]",43,13,"1,1,3,3,3,4",7,"0,3,8,11,14","11,14",0,"0,0,1,1,3,4",9,20,56,24,20,7
1111,0,"[0, 3, 7, 8, 12, 13]",43,13,"1,1,2,3,4,4",7,"0,3,8,12,13",,1,"1,1,1,1,3,4",11,15,66,25,21,6
1112,0,"[0, 3, 7, 8, 12, 14]",44,14,"1,1,2,3,4,4",7,"0,3,8,12,14",14,0,"0,1,1,1,3,4",10,17,62,22,18,5
1113,0,"[0, 3, 7, 8, 13, 14]",45,0,"1,1,1,3,4,5",7,"0,3,8,13,14",14,0,"0,1,1,1,3,4",10,16,64,27,23,8
1114,0,"[0, 3, 7, 9, 10, 11]",40,10,"1,1,2,3,4,4",7,"0,3,9,10,11",11,0,"0,1,1,1,2,4",9,20,54,17,13,6
1115,0,"[0, 3, 7, 9, 10, 12]",41,11,"1,2,2,3,3,4",7,"0,3,9,10,12",,1,"1,1,1,1,2,4",10,19,56,15,11,4
1116,0,"[0, 3, 7, 9, 10, 13]",42,12,"1,2,2,3,3,4",7,"0,3,9,10,13",,1,"1,1,1,1,2,4",10,18,58,20,16,7
1117,0,"[0, 3, 7, 9, 10, 14]",43,13,"1,1,2,3,4,4",7,"0,3,9,10,14",14,0,"0,1,1,1,2,4",9,19,56,17,13,6
1118,0,"[0, 3, 7, 9, 11, 12]",42,12,"1,2,2,3,3,4",7,"0,3,9,11,12",11,0,"0,1,1,1,2,4",9,17,60,16,12,5
1119,0,"[0, 3, 7, 9, 11, 13]",43,13,"2,2,2,2,3,4",7,"0,3,9,11,13",11,0,"0,1,1,1,2,4",9,16,62,21,17,8
1120,0,"[0, 3, 7, 9, 11, 14]",44,14,"1,2,2,3,3,4",7,"0,3,9,11,14","11,14",0,"0,0,1,1,2,4",8,17,60,18,14,7
1121,0,"[0, 3, 7, 9, 12, 13]",44,14,"1,2,2,3,3,4",7,"0,3,9,12,13",,1,"1,1,1,1,2,4",10,17,60,19,15,6
1122,0,"[0, 3, 7, 9, 12, 14]",45,0,"1,2,2,3,3,4",7,"0,3,9,12,14",14,0,"0,1,1,1,2,4",9,16,62,16,12,5
1123,0,"[0, 3, 7, 9, 13, 14]",46,1,"1,1,2,3,4,4",7,"0,3,9,13,14",14,0,"0,1,1,1,2,4",9,17,60,21,17,8
1124,0,"[0, 3, 7, 10, 11, 12]",43,13,"1,1,3,3,3,4",7,"0,3,10,11,12",11,0,"0,1,1,1,1,4",8,16,64,15,11,6
1125,0,"[0, 3, 7, 10, 11, 13]",44,14,"1,2,2,3,3,4",7,"0,3,10,11,13",11,0,"0,1,1,1,1,4",8,16,64,20,16,9
1126,0,"[0, 3, 7, 10, 11, 14]",45,0,"1,1,3,3,3,4",7,"0,3,10,11,14","11,14",0,"0,0,1,1,1,4",7,18,60,17,13,8
1127,0,"[0, 3, 7, 10, 12, 13]",45,0,"1,2,2,3,3,4",7,"0,3,10,12,13",,1,"1,1,1,1,1,4",9,15,66,18,14,7
1128,0,"[0, 3, 7, 10, 12, 14]",46,1,"1,2,2,3,3,4",7,"0,3,10,12,14",14,0,"0,1,1,1,1,4",8,15,66,15,11,6
1129,0,"[0, 3, 7, 10, 13, 14]",47,2,"1,1,3,3,3,4",7,"0,3,10,13,14",14,0,"0,1,1,1,1,4",8,17,62,20,16,9
1130,0,"[0, 3, 7, 11, 12, 13]",46,1,"1,1,2,3,4,4",7,"0,3,11,12,13",11,0,"0,1,1,1,1,4",8,17,62,19,15,8
1131,0,"[0, 3, 7, 11, 12, 14]",47,2,"1,1,2,3,4,4",7,"0,3,11,12,14","11,14",0,"0,0,1,1,1,4",7,17,62,16,12,7
1132,0,"[0, 3, 7, 11, 13, 14]",48,3,"1,1,2,3,4,4",7,"0,3,11,13,14","11,14",0,"0,0,1,1,1,4",7,19,58,21,17,10
1133,0,"[0, 3, 7, 12, 13, 14]",49,4,"1,1,1,3,4,5",7,"0,3,12,13,14",14,0,"0,1,1,1,1,4",8,18,60,19,15,8
1134,0,"[0, 4, 5, 6, 7, 8]",30,0,"1,1,1,1,4,7","4,5,7","0,6,8",,1,"1,2,3,3,4,4",17,13,64,27,15,6
1135,0,"[0, 4, 5, 6, 7, 9]",31,1,"1,1,1,2,4,6","4,5,7","0,6,9",,1,"1,2,2,3,4,4",16,12,64,21,9,3
1136,0,"[0, 4, 5, 6, 7, 10]",32,2,"1,1,1,3,4,5","4,5,7","0,6,10",,1,"1,1,2,3,4,4",15,17,56,20,8,6
1137,0,"[0, 4, 5, 6, 7, 11]",33,3,"1,1,1,4,4,4","4,5,7","0,6,11",11,0,"0,1,2,3,4,4",14,17,56,21,9,9
1138,0,"[0, 4, 5, 6, 7, 12]",34,4,"1,1,1,3,4,5","4,5,7","0,6,12",,1,"1,1,2,3,4,4",15,13,64,19,7,5
1139,0,"[0, 4, 5, 6, 7, 13]",35,5,"1,1,1,2,4,6","4,5,7","0,6,13",,1,"1,1,2,3,4,4",15,15,60,24,12,7
1140,0,"[0, 4, 5, 6, 7, 14]",36,6,"1,1,1,1,4,7","4,5,7","0,6,14",14,0,"0,1,2,3,4,4",14,17,56,21,9,9
1141,0,"[0, 4, 5, 6, 8, 9]",32,2,"1,1,1,2,4,6","4,5","0,6,8,9",,1,"1,2,2,3,3,4",15,13,62,25,17,6
1142,0,"[0, 4, 5, 6, 8, 10]",33,3,"1,1,2,2,4,5","4,5","0,6,8,10",,1,"1,1,2,3,3,4",14,17,56,24,16,8
1143,0,"[0, 4, 5, 6, 8, 11]",34,4,"1,1,2,3,4,4","4,5","0,6,8,11",11,0,"0,1,2,3,3,4",13,19,52,25,17,10
1144,0,"[0, 4, 5, 6, 8, 12]",35,5,"1,1,2,3,4,4","4,5","0,6,8,12",,1,"1,1,2,3,3,4",14,17,56,23,15,8
1145,0,"[0, 4, 5, 6, 8, 13]",36,6,"1,1,2,2,4,5","4,5","0,6,8,13",,1,"1,1,2,3,3,4",14,13,64,28,20,7
1146,0,"[0, 4, 5, 6, 8, 14]",37,7,"1,1,1,2,4,6","4,5","0,6,8,14",14,0,"0,1,2,3,3,4",13,18,54,25,17,10
1147,0,"[0, 4, 5, 6, 9, 10]",34,4,"1,1,1,3,4,5","4,5","0,6,9,10",,1,"1,1,2,2,3,4",13,20,48,18,10,5
1148,0,"[0, 4, 5, 6, 9, 11]",35,5,"1,1,2,3,4,4","4,5","0,6,9,11",11,0,"0,1,2,2,3,4",12,15,58,19,11,7
1149,0,"[0, 4, 5, 6, 9, 12]",36,6,"1,1,3,3,3,4","4,5","0,6,9,12",,1,"1,1,2,2,3,4",13,15,58,17,9,5
1150,0,"[0, 4, 5, 6, 9, 13]",37,7,"1,1,2,3,4,4","4,5","0,6,9,13",,1,"1,1,2,2,3,4",13,13,62,22,14,4
1151,0,"[0, 4, 5, 6, 9, 14]",38,8,"1,1,1,3,4,5","4,5","0,6,9,14",14,0,"0,1,2,2,3,4",12,15,58,19,11,7
1152,0,"[0, 4, 5, 6, 10, 11]",36,6,"1,1,1,4,4,4","4,5","0,6,10,11",11,0,"0,1,1,2,3,4",11,19,52,18,10,9
1153,0,"[0, 4, 5, 6, 10, 12]",37,7,"1,1,2,3,4,4","4,5","0,6,10,12",,1,"1,1,1,2,3,4",12,17,56,16,8,7
1154,0,"[0, 4, 5, 6, 10, 13]",38,8,"1,1,2,3,4,4","4,5","0,6,10,13",,1,"1,1,1,2,3,4",12,16,58,21,13,6
1155,0,"[0, 4, 5, 6, 10, 14]",39,9,"1,1,1,4,4,4","4,5","0,6,10,14",14,0,"0,1,1,2,3,4",11,19,52,18,10,9
1156,0,"[0, 4, 5, 6, 11, 12]",38,8,"1,1,1,3,4,5","4,5","0,6,11,12",11,0,"0,1,1,2,3,4",11,16,58,17,9,9
1157,0,"[0, 4, 5, 6, 11, 13]",39,9,"1,1,2,2,4,5","4,5","0,6,11,13",11,0,"0,1,1,2,3,4",11,15,60,22,14,8
1158,0,"[0, 4, 5, 6, 11, 14]",40,10,"1,1,1,3,4,5","4,5","0,6,11,14","11,14",0,"0,0,1,2,3,4",10,18,54,19,11,11
1159,0,"[0, 4, 5, 6, 12, 13]",40,10,"1,1,1,2,4,6","4,5","0,6,12,13",,1,"1,1,1,2,3,4",12,15,60,20,12,6
1160,0,"[0, 4, 5, 6, 12, 14]",41,11,"1,1,1,2,4,6","4,5","0,6,12,14",14,0,"0,1,1,2,3,4",11,16,58,17,9,9
1161,0,"[0, 4, 5, 6, 13, 14]",42,12,"1,1,1,1,4,7","4,5","0,6,13,14",14,0,"0,1,1,2,3,4",11,17,56,22,14,8
1162,0,"[0, 4, 5, 7, 8, 9]",33,3,"1,1,1,2,4,6","4,5,7","0,8,9",,1,"1,2,2,3,3,4",15,12,66,27,15,6
1163,0,"[0, 4, 5, 7, 8, 10]",34,4,"1,1,2,2,4,5","4,5,7","0,8,10",,1,"1,1,2,3,3,4",14,16,60,26,14,9
1164,0,"[0, 4, 5, 7, 8, 11]",35,5,"1,1,2,3,4,4","4,5,7","0,8,11",11,0,"0,1,2,3,3,4",13,22,48,27,15,12
1165,0,"[0, 4, 5, 7, 8, 12]",36,6,"1,1,2,3,4,4","4,5,7","0,8,12",,1,"1,1,2,3,3,4",14,16,60,25,13,8
1166,0,"[0, 4, 5, 7, 8, 13]",37,7,"1,1,2,2,4,5","4,5,7","0,8,13",,1,"1,1,2,3,3,4",14,15,62,30,18,10
1167,0,"[0, 4, 5, 7, 8, 14]",38,8,"1,1,1,2,4,6","4,5,7","0,8,14",14,0,"0,1,2,3,3,4",13,21,50,27,15,12
1168,0,"[0, 4, 5, 7, 9, 10]",35,5,"1,1,2,2,4,5","4,5,7","0,9,10",,1,"1,1,2,2,3,4",13,17,56,20,8,6
1169,0,"[0, 4, 5, 7, 9, 11]",36,6,"1,2,2,2,4,4","4,5,7","0,9,11",11,0,"0,1,2,2,3,4",12,16,58,21,9,9
1170,0,"[0, 4, 5, 7, 9, 12]",37,7,"1,2,2,3,3,4","4,5,7","0,9,12",,1,"1,1,2,2,3,4",13,12,66,19,7,5
1171,0,"[0, 4, 5, 7, 9, 13]",38,8,"1,2,2,2,4,4","4,5,7","0,9,13",,1,"1,1,2,2,3,4",13,13,64,24,12,7
1172,0,"[0, 4, 5, 7, 9, 14]",39,9,"1,1,2,2,4,5","4,5,7","0,9,14",14,0,"0,1,2,2,3,4",12,16,58,21,9,9
1173,0,"[0, 4, 5, 7, 10, 11]",37,7,"1,1,2,3,4,4","4,5,7","0,10,11",11,0,"0,1,1,2,3,4",11,20,52,20,8,12
1174,0,"[0, 4, 5, 7, 10, 12]",38,8,"1,2,2,3,3,4","4,5,7","0,10,12",,1,"1,1,1,2,3,4",12,14,64,18,6,8
1175,0,"[0, 4, 5, 7, 10, 13]",39,9,"1,2,2,3,3,4","4,5,7","0,10,13",,1,"1,1,1,2,3,4",12,16,60,23,11,10
1176,0,"[0, 4, 5, 7, 10, 14]",40,10,"1,1,2,3,4,4","4,5,7","0,10,14",14,0,"0,1,1,2,3,4",11,20,52,20,8,12
1177,0,"[0, 4, 5, 7, 11, 12]",39,9,"1,1,2,3,4,4","4,5,7","0,11,12",11,0,"0,1,1,2,3,4",11,17,58,19,7,11
1178,0,"[0, 4, 5, 7, 11, 13]",40,10,"1,2,2,2,4,4","4,5,7","0,11,13",11,0,"0,1,1,2,3,4",11,19,54,24,12,13
1179,0,"[0, 4, 5, 7, 11, 14]",41,11,"1,1,2,3,4,4","4,5,7","0,11,14","11,14",0,"0,0,1,2,3,4",10,23,46,21,9,15
1180,0,"[0, 4, 5, 7, 12, 13]",41,11,"1,1,2,2,4,5","4,5,7","0,12,13",,1,"1,1,1,2,3,4",12,15,62,22,10,9
1181,0,"[0, 4, 5, 7, 12, 14]",42,12,"1,1,2,2,4,5","4,5,7","0,12,14",14,0,"0,1,1,2,3,4",11,17,58,19,7,11
1182,0,"[0, 4, 5, 7, 13, 14]",43,13,"1,1,1,2,4,6","4,5,7","0,13,14",14,0,"0,1,1,2,3,4",11,21,50,24,12,13
1183,0,"[0, 4, 5, 8, 9, 10]",36,6,"1,1,1,3,4,5","4,5","0,8,9,10",,1,"1,1,2,2,3,3",12,17,56,24,16,8
1184,0,"[0, 4, 5, 8, 9, 11]",37,7,"1,1,2,3,4,4","4,5","0,8,9,11",11,0,"0,1,2,2,3,3",11,18,54,25,17,10
1185,0,"[0, 4, 5, 8, 9, 12]",38,8,"1,1,3,3,3,4","4,5","0,8,9,12",,1,"1,1,2,2,3,3",12,16,58,23,15,8
1186,0,"[0, 4, 5, 8, 9, 13]",39,9,"1,1,2,3,4,4","4,5","0,8,9,13",,1,"1,1,2,2,3,3",12,11,68,28,20,7
1187,0,"[0, 4, 5, 8, 9, 14]",40,10,"1,1,1,3,4,5","4,5","0,8,9,14",14,0,"0,1,2,2,3,3",11,17,56,25,17,10
1188,0,"[0, 4, 5, 8, 10, 11]",38,8,"1,1,2,3,4,4","4,5","0,8,10,11",11,0,"0,1,1,2,3,3",10,21,50,24,16,12
1189,0,"[0, 4, 5, 8, 10, 12]",39,9,"1,2,2,3,3,4","4,5","0,8,10,12",,1,"1,1,1,2,3,3",11,17,58,22,14,10
1190,0,"[0, 4, 5, 8, 10, 13]",40,10,"1,2,2,3,3,4","4,5","0,8,10,13",,1,"1,1,1,2,3,3",11,13,66,27,19,9
1191,0,"[0, 4, 5, 8, 10, 14]",41,11,"1,1,2,3,4,4","4,5","0,8,10,14",14,0,"0,1,1,2,3,3",10,20,52,24,16,12
1192,0,"[0, 4, 5, 8, 11, 12]",40,10,"1,1,3,3,3,4","4,5","0,8,11,12",11,0,"0,1,1,2,3,3",10,22,48,23,15,12
1193,0,"[0, 4, 5, 8, 11, 13]",41,11,"1,2,2,3,3,4","4,5","0,8,11,13",11,0,"0,1,1,2,3,3",10,18,56,28,20,11
1194,0,"[0, 4, 5, 8, 11, 14]",42,12,"1,1,3,3,3,4","4,5","0,8,11,14","11,14",0,"0,0,1,2,3,3",9,25,42,25,17,14
1195,0,"[0, 4, 5, 8, 12, 13]",42,12,"1,1,2,3,4,4","4,5","0,8,12,13",,1,"1,1,1,2,3,3",11,16,60,26,18,9
1196,0,"[0, 4, 5, 8, 12, 14]",43,13,"1,1,2,3,4,4","4,5","0,8,12,14",14,0,"0,1,1,2,3,3",10,21,50,23,15,12
1197,0,"[0, 4, 5, 8, 13, 14]",44,14,"1,1,1,3,4,5","4,5","0,8,13,14",14,0,"0,1,1,2,3,3",10,19,54,28,20,11
1198,0,"[0, 4, 5, 9, 10, 11]",39,9,"1,1,1,4,4,4","4,5","0,9,10,11",11,0,"0,1,1,2,2,3",9,19,52,18,10,9
1199,0,"[0, 4, 5, 9, 10, 12]",40,10,"1,1,2,3,4,4","4,5","0,9,10,12",,1,"1,1,1,2,2,3",10,17,56,16,8,7
1200,0,"[0, 4, 5, 9, 10, 13]",41,11,"1,1,2,3,4,4","4,5","0,9,10,13",,1,"1,1,1,2,2,3",10,15,60,21,13,6
1201,0,"[0, 4, 5, 9, 10, 14]",42,12,"1,1,1,4,4,4","4,5","0,9,10,14",14,0,"0,1,1,2,2,3",9,19,52,18,10,9
1202,0,"[0, 4, 5, 9, 11, 12]",41,11,"1,1,2,3,4,4","4,5","0,9,11,12",11,0,"0,1,1,2,2,3",9,15,60,17,9,9
1203,0,"[0, 4, 5, 9, 11, 13]",42,12,"1,2,2,2,4,4","4,5","0,9,11,13",11,0,"0,1,1,2,2,3",9,13,64,22,14,8
1204,0,"[0, 4, 5, 9, 11, 14]",43,13,"1,1,2,3,4,4","4,5","0,9,11,14","11,14",0,"0,0,1,2,2,3",8,17,56,19,11,11
1205,0,"[0, 4, 5, 9, 12, 13]",43,13,"1,1,2,3,4,4","4,5","0,9,12,13",,1,"1,1,1,2,2,3",10,13,64,20,12,6
1206,0,"[0, 4, 5, 9, 12, 14]",44,14,"1,1,2,3,4,4","4,5","0,9,12,14",14,0,"0,1,1,2,2,3",9,15,60,17,9,9
1207,0,"[0, 4, 5, 9, 13, 14]",45,0,"1,1,1,4,4,4","4,5","0,9,13,14",14,0,"0,1,1,2,2,3",9,15,60,22,14,8
1208,0,"[0, 4, 5, 10, 11, 12]",42,12,"1,1,1,3,4,5","4,5","0,10,11,12",11,0,"0,1,1,1,2,3",8,16,60,16,8,11
1209,0,"[0, 4, 5, 10, 11, 13]",43,13,"1,1,2,2,4,5","4,5","0,10,11,13",11,0,"0,1,1,1,2,3",8,15,62,21,13,10
1210,0,"[0, 4, 5, 10, 11, 14]",44,14,"1,1,1,3,4,5","4,5","0,10,11,14","11,14",0,"0,0,1,1,2,3",7,20,52,18,10,13
1211,0,"[0, 4, 5, 10, 12, 13]",44,14,"1,1,2,2,4,5","4,5","0,10,12,13",,1,"1,1,1,1,2,3",9,13,66,19,11,8
1212,0,"[0, 4, 5, 10, 12, 14]",45,0,"1,1,2,2,4,5","4,5","0,10,12,14",14,0,"0,1,1,1,2,3",8,16,60,16,8,11
1213,0,"[0, 4, 5, 10, 13, 14]",46,1,"1,1,1,3,4,5","4,5","0,10,13,14",14,0,"0,1,1,1,2,3",8,17,58,21,13,10
1214,0,"[0, 4, 5, 11, 12, 13]",45,0,"1,1,1,2,4,6","4,5","0,11,12,13",11,0,"0,1,1,1,2,3",8,15,62,20,12,10
1215,0,"[0, 4, 5, 11, 12, 14]",46,1,"1,1,1,2,4,6","4,5","0,11,12,14","11,14",0,"0,0,1,1,2,3",7,18,56,17,9,13
1216,0,"[0, 4, 5, 11, 13, 14]",47,2,"1,1,1,2,4,6","4,5","0,11,13,14","11,14",0,"0,0,1,1,2,3",7,19,54,22,14,12
1217,0,"[0, 4, 5, 12, 13, 14]",48,3,"1,1,1,1,4,7","4,5","0,12,13,14",14,0,"0,1,1,1,2,3",8,17,58,20,12,10
1218,0,"[0, 4, 6, 7, 8, 9]",34,4,"1,1,1,2,4,6","4,7","0,6,8,9",,1,"1,2,2,3,4,4",16,13,66,23,17,5
1219,0,"[0, 4, 6, 7, 8, 10]",35,5,"1,1,2,2,4,5","4,7","0,6,8,10",,1,"1,1,2,3,4,4",15,18,58,22,16,8
1220,0,"[0, 4, 6, 7, 8, 11]",36,6,"1,1,2,3,4,4","4,7","0,6,8,11",11,0,"0,1,2,3,4,4",14,18,58,23,17,8
1221,0,"[0, 4, 6, 7, 8, 12]",37,7,"1,1,2,3,4,4","4,7","0,6,8,12",,1,"1,1,2,3,4,4",15,17,60,21,15,7
1222,0,"[0, 4, 6, 7, 8, 13]",38,8,"1,1,2,2,4,5","4,7","0,6,8,13",,1,"1,1,2,3,4,4",15,16,62,26,20,9
1223,0,"[0, 4, 6, 7, 8, 14]",39,9,"1,1,1,2,4,6","4,7","0,6,8,14",14,0,"0,1,2,3,4,4",14,17,60,23,17,8
1224,0,"[0, 4, 6, 7, 9, 10]",36,6,"1,1,2,2,4,5","4,7","0,6,9,10",,1,"1,1,2,2,4,4",14,22,48,16,10,6
1225,0,"[0, 4, 6, 7, 9, 11]",37,7,"1,2,2,2,4,4","4,7","0,6,9,11",11,0,"0,1,2,2,4,4",13,15,62,17,11,6
1226,0,"[0, 4, 6, 7, 9, 12]",38,8,"1,2,2,3,3,4","4,7","0,6,9,12",,1,"1,1,2,2,4,4",14,16,60,15,9,5
1227,0,"[0, 4, 6, 7, 9, 13]",39,9,"1,2,2,2,4,4","4,7","0,6,9,13",,1,"1,1,2,2,4,4",14,17,58,20,14,7
1228,0,"[0, 4, 6, 7, 9, 14]",40,10,"1,1,2,2,4,5","4,7","0,6,9,14",14,0,"0,1,2,2,4,4",13,15,62,17,11,6
1229,0,"[0, 4, 6, 7, 10, 11]",38,8,"1,1,2,3,4,4","4,7","0,6,10,11",11,0,"0,1,1,2,4,4",12,20,54,16,10,9
1230,0,"[0, 4, 6, 7, 10, 12]",39,9,"1,2,2,3,3,4","4,7","0,6,10,12",,1,"1,1,1,2,4,4",13,19,56,14,8,8
1231,0,"[0, 4, 6, 7, 10, 13]",40,10,"1,2,2,3,3,4","4,7","0,6,10,13",,1,"1,1,1,2,4,4",13,21,52,19,13,10
1232,0,"[0, 4, 6, 7, 10, 14]",41,11,"1,1,2,3,4,4","4,7","0,6,10,14",14,0,"0,1,1,2,4,4",12,20,54,16,10,9
1233,0,"[0, 4, 6, 7, 11, 12]",40,10,"1,1,2,3,4,4","4,7","0,6,11,12",11,0,"0,1,1,2,4,4",12,16,62,15,9,8
1234,0,"[0, 4, 6, 7, 11, 13]",41,11,"1,2,2,2,4,4","4,7","0,6,11,13",11,0,"0,1,1,2,4,4",12,18,58,20,14,10
1235,0,"[0, 4, 6, 7, 11, 14]",42,12,"1,1,2,3,4,4","4,7","0,6,11,14","11,14",0,"0,0,1,2,4,4",11,17,60,17,11,9
1236,0,"[0, 4, 6, 7, 12, 13]",42,12,"1,1,2,2,4,5","4,7","0,6,12,13",,1,"1,1,1,2,4,4",13,19,56,18,12,9
1237,0,"[0, 4, 6, 7, 12, 14]",43,13,"1,1,2,2,4,5","4,7","0,6,12,14",14,0,"0,1,1,2,4,4",12,16,62,15,9,8
1238,0,"[0, 4, 6, 7, 13, 14]",44,14,"1,1,1,2,4,6","4,7","0,6,13,14",14,0,"0,1,1,2,4,4",12,20,54,20,14,10
1239,0,"[0, 4, 6, 8, 9, 10]",37,7,"1,1,2,2,4,5",4,"0,6,8,9,10",,1,"1,1,2,2,3,4",13,22,48,20,18,7
1240,0,"[0, 4, 6, 8, 9, 11]",38,8,"1,2,2,2,4,4",4,"0,6,8,9,11",11,0,"0,1,2,2,3,4",12,17,58,21,19,6
1241,0,"[0, 4, 6, 8, 9, 12]",39,9,"1,2,2,3,3,4",4,"0,6,8,9,12",,1,"1,1,2,2,3,4",13,20,52,19,17,7
1242,0,"[0, 4, 6, 8, 9, 13]",40,10,"1,2,2,2,4,4",4,"0,6,8,9,13",,1,"1,1,2,2,3,4",13,15,62,24,22,6
1243,0,"[0, 4, 6, 8, 9, 14]",41,11,"1,1,2,2,4,5",4,"0,6,8,9,14",14,0,"0,1,2,2,3,4",12,16,60,21,19,6
1244,0,"[0, 4, 6, 8, 10, 11]",39,9,"1,2,2,2,4,4",4,"0,6,8,10,11",11,0,"0,1,1,2,3,4",11,21,52,20,18,8
1245,0,"[0, 4, 6, 8, 10, 12]",40,10,"2,2,2,2,3,4",4,"0,6,8,10,12",,1,"1,1,1,2,3,4",12,22,50,18,16,9
1246,0,"[0, 4, 6, 8, 10, 13]",41,11,"2,2,2,2,3,4",4,"0,6,8,10,13",,1,"1,1,1,2,3,4",12,18,58,23,21,8
1247,0,"[0, 4, 6, 8, 10, 14]",42,12,"1,2,2,2,4,4",4,"0,6,8,10,14",14,0,"0,1,1,2,3,4",11,20,54,20,18,8
1248,0,"[0, 4, 6, 8, 11, 12]",41,11,"1,2,2,3,3,4",4,"0,6,8,11,12",11,0,"0,1,1,2,3,4",11,21,52,19,17,8
1249,0,"[0, 4, 6, 8, 11, 13]",42,12,"2,2,2,2,3,4",4,"0,6,8,11,13",11,0,"0,1,1,2,3,4",11,17,60,24,22,7
1250,0,"[0, 4, 6, 8, 11, 14]",43,13,"1,2,2,3,3,4",4,"0,6,8,11,14","11,14",0,"0,0,1,2,3,4",10,19,56,21,19,7
1251,0,"[0, 4, 6, 8, 12, 13]",43,13,"1,2,2,2,4,4",4,"0,6,8,12,13",,1,"1,1,1,2,3,4",12,20,54,22,20,8
1252,0,"[0, 4, 6, 8, 12, 14]",44,14,"1,2,2,2,4,4",4,"0,6,8,12,14",14,0,"0,1,1,2,3,4",11,20,54,19,17,8
1253,0,"[0, 4, 6, 8, 13, 14]",45,0,"1,1,2,2,4,5",4,"0,6,8,13,14",14,0,"0,1,1,2,3,4",11,18,58,24,22,7
1254,0,"[0, 4, 6, 9, 10, 11]",40,10,"1,1,2,3,4,4",4,"0,6,9,10,11",11,0,"0,1,1,2,2,4",10,22,48,14,12,6
1255,0,"[0, 4, 6, 9, 10, 12]",41,11,"1,2,2,3,3,4",4,"0,6,9,10,12",,1,"1,1,1,2,2,4",11,25,42,12,10,7
1256,0,"[0, 4, 6, 9, 10, 13]",42,12,"1,2,2,3,3,4",4,"0,6,9,10,13",,1,"1,1,1,2,2,4",11,23,46,17,15,6
1257,0,"[0, 4, 6, 9, 10, 14]",43,13,"1,1,2,3,4,4",4,"0,6,9,10,14",14,0,"0,1,1,2,2,4",10,22,48,14,12,6
